AREA,,,BCA,CEN,NES,NOR,NTE,OCC,ORI,PEN,,BCA,CEN,NES,NOR,NTE,OCC,ORI,PEN
Year,,,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020
Month,Day,HORA,,,,,,,,,,,,,,,,,
10,30,19,978,"7,666","5,581","2,783","3,078","8,714","6,220","1,434",,0.98,7.67,5.58,2.78,3.08,8.71,6.22,1.43
10,30,20,960,"7,498","5,437","2,776","3,040","8,532","6,062","1,407",,0.96,7.50,5.44,2.78,3.04,8.53,6.06,1.41
10,30,21,927,"7,146","5,285","2,754","2,969","8,258","5,867","1,387",,0.93,7.15,5.29,2.75,2.97,8.26,5.87,1.39
10,30,22,883,"6,865","5,253","2,716","2,878","8,079","5,670","1,349",,0.88,6.87,5.25,2.72,2.88,8.08,5.67,1.35
10,30,23,832,"6,503","5,177","2,669","2,749","7,931","5,576","1,312",,0.83,6.50,5.18,2.67,2.75,7.93,5.58,1.31
10,31,0,795,"5,823","5,061","2,575","2,593","7,611","5,330","1,262",,0.80,5.82,5.06,2.58,2.59,7.61,5.33,1.26
10,31,1,763,"5,541","4,935","2,469","2,513","7,356","5,194","1,211",,0.76,5.54,4.94,2.47,2.51,7.36,5.19,1.21
10,31,2,728,"5,458","4,763","2,379","2,449","7,112","5,045","1,172",,0.73,5.46,4.76,2.38,2.45,7.11,5.05,1.17
10,31,3,714,"5,351","4,729","2,302","2,420","7,042","4,981","1,142",,0.71,5.35,4.73,2.30,2.42,7.04,4.98,1.14
10,31,4,718,"5,323","4,799","2,225","2,411","7,001","4,957","1,121",,0.72,5.32,4.80,2.23,2.41,7.00,4.96,1.12
10,31,5,723,"5,469","4,852","2,181","2,422","7,070","5,018","1,103",,0.72,5.47,4.85,2.18,2.42,7.07,5.02,1.10
10,31,6,745,"5,735","4,838","2,157","2,470","7,143","4,910","1,089",,0.75,5.74,4.84,2.16,2.47,7.14,4.91,1.09
10,31,7,770,"5,951","4,891","2,107","2,490","7,347","4,986","1,131",,0.77,5.95,4.89,2.11,2.49,7.35,4.99,1.13
10,31,8,807,"6,074","5,082","2,139","2,587","7,728","5,150","1,199",,0.81,6.07,5.08,2.14,2.59,7.73,5.15,1.20
10,31,9,842,"6,542","5,242","2,289","2,672","7,986","5,323","1,257",,0.84,6.54,5.24,2.29,2.67,7.99,5.32,1.26
10,31,10,874,"6,624","5,248","2,409","2,709","8,047","5,385","1,288",,0.87,6.62,5.25,2.41,2.71,8.05,5.39,1.29
10,31,11,891,"6,734","5,311","2,497","2,735","8,049","5,514","1,312",,0.89,6.73,5.31,2.50,2.74,8.05,5.51,1.31
10,31,12,907,"6,618","5,322","2,566","2,726","8,139","5,465","1,335",,0.91,6.62,5.32,2.57,2.73,8.14,5.47,1.34
10,31,13,926,"6,733","5,383","2,613","2,707","8,124","5,349","1,327",,0.93,6.73,5.38,2.61,2.71,8.12,5.35,1.33
10,31,14,923,"6,767","5,306","2,657","2,681","8,001","5,459","1,308",,0.92,6.77,5.31,2.66,2.68,8.00,5.46,1.31
10,31,15,920,"6,603","5,162","2,683","2,656","7,922","5,437","1,301",,0.92,6.60,5.16,2.68,2.66,7.92,5.44,1.30
10,31,16,908,"6,685","5,238","2,695","2,659","7,923","5,552","1,301",,0.91,6.69,5.24,2.70,2.66,7.92,5.55,1.30
10,31,17,901,"6,747","5,195","2,674","2,690","7,885","5,695","1,369",,0.90,6.75,5.20,2.67,2.69,7.89,5.70,1.37
10,31,18,941,"7,567","5,417","2,672","2,783","8,299","6,321","1,426",,0.94,7.57,5.42,2.67,2.78,8.30,6.32,1.43
10,31,19,931,"7,309","5,295","2,733","2,822","8,140","6,238","1,413",,0.93,7.31,5.30,2.73,2.82,8.14,6.24,1.41
10,31,20,907,"6,954","5,126","2,702","2,764","7,867","5,990","1,398",,0.91,6.95,5.13,2.70,2.76,7.87,5.99,1.40
10,31,21,878,"6,920","5,057","2,679","2,706","7,700","5,864","1,374",,0.88,6.92,5.06,2.68,2.71,7.70,5.86,1.37
10,31,22,842,"6,786","4,959","2,643","2,621","7,524","5,715","1,343",,0.84,6.79,4.96,2.64,2.62,7.52,5.72,1.34
10,31,23,801,"6,343","4,745","2,601","2,507","7,249","5,399","1,309",,0.80,6.34,4.75,2.60,2.51,7.25,5.40,1.31
11,1,0,760,"5,593","4,645","2,528","2,397","6,922","5,373","1,268",,0.76,5.59,4.65,2.53,2.40,6.92,5.37,1.27
11,1,1,728,"5,310","4,416","2,450","2,292","6,677","5,120","1,222",,0.73,5.31,4.42,2.45,2.29,6.68,5.12,1.22
11,1,2,712,"5,162","4,292","2,370","2,230","6,554","5,000","1,178",,0.71,5.16,4.29,2.37,2.23,6.55,5.00,1.18
11,1,3,704,"4,931","4,121","2,293","2,196","6,450","4,874","1,146",,0.70,4.93,4.12,2.29,2.20,6.45,4.87,1.15
11,1,4,693,"4,860","4,116","2,225","2,174","6,415","4,867","1,127",,0.69,4.86,4.12,2.23,2.17,6.42,4.87,1.13
11,1,5,688,"4,937","4,157","2,191","2,171","6,381","4,834","1,110",,0.69,4.94,4.16,2.19,2.17,6.38,4.83,1.11
11,1,6,683,"5,061","4,109","2,151","2,172","6,343","4,688","1,072",,0.68,5.06,4.11,2.15,2.17,6.34,4.69,1.07
11,1,7,673,"4,922","4,123","2,067","2,143","6,232","4,652","1,092",,0.67,4.92,4.12,2.07,2.14,6.23,4.65,1.09
11,1,8,712,"5,342","4,166","2,058","2,187","6,421","4,684","1,131",,0.71,5.34,4.17,2.06,2.19,6.42,4.68,1.13
11,1,9,749,"5,439","4,304","2,125","2,232","6,551","4,854","1,166",,0.75,5.44,4.30,2.13,2.23,6.55,4.85,1.17
11,1,10,784,"5,882","4,402","2,206","2,276","6,646","4,879","1,189",,0.78,5.88,4.40,2.21,2.28,6.65,4.88,1.19
11,1,11,810,"5,872","4,503","2,284","2,293","6,673","4,879","1,202",,0.81,5.87,4.50,2.28,2.29,6.67,4.88,1.20
11,1,12,832,"6,049","4,537","2,364","2,315","6,742","4,974","1,214",,0.83,6.05,4.54,2.36,2.32,6.74,4.97,1.21
11,1,13,855,"5,998","4,599","2,459","2,327","6,758","5,078","1,216",,0.86,6.00,4.60,2.46,2.33,6.76,5.08,1.22
11,1,14,879,"5,971","4,673","2,548","2,340","6,788","5,069","1,210",,0.88,5.97,4.67,2.55,2.34,6.79,5.07,1.21
11,1,15,883,"6,065","4,741","2,603","2,347","6,787","5,077","1,206",,0.88,6.07,4.74,2.60,2.35,6.79,5.08,1.21
11,1,16,886,"5,924","4,724","2,636","2,374","6,848","5,085","1,205",,0.89,5.92,4.72,2.64,2.37,6.85,5.09,1.21
11,1,17,881,"6,186","4,808","2,608","2,372","6,885","5,255","1,281",,0.88,6.19,4.81,2.61,2.37,6.89,5.26,1.28
11,1,18,924,"6,919","5,005","2,592","2,512","7,357","5,841","1,349",,0.92,6.92,5.01,2.59,2.51,7.36,5.84,1.35
11,1,19,926,"6,897","5,146","2,692","2,608","7,675","6,103","1,353",,0.93,6.90,5.15,2.69,2.61,7.68,6.10,1.35
11,1,20,920,"6,843","5,134","2,724","2,593","7,613","6,030","1,335",,0.92,6.84,5.13,2.72,2.59,7.61,6.03,1.34
11,1,21,896,"6,671","5,087","2,758","2,546","7,421","5,826","1,316",,0.90,6.67,5.09,2.76,2.55,7.42,5.83,1.32
11,1,22,852,"6,253","4,918","2,749","2,458","7,152","5,610","1,279",,0.85,6.25,4.92,2.75,2.46,7.15,5.61,1.28
11,1,23,818,"5,844","4,876","2,699","2,340","6,835","5,158","1,231",,0.82,5.84,4.88,2.70,2.34,6.84,5.16,1.23
11,2,0,756,"5,225","4,590","2,615","2,229","6,447","4,921","1,175",,0.76,5.23,4.59,2.62,2.23,6.45,4.92,1.18
11,2,1,739,"5,007","4,515","2,508","2,156","6,243","4,717","1,122",,0.74,5.01,4.52,2.51,2.16,6.24,4.72,1.12
11,2,2,718,"4,825","4,540","2,412","2,117","6,117","4,611","1,084",,0.72,4.83,4.54,2.41,2.12,6.12,4.61,1.08
11,2,3,704,"4,737","4,468","2,313","2,102","6,079","4,534","1,061",,0.70,4.74,4.47,2.31,2.10,6.08,4.53,1.06
11,2,4,702,"4,927","4,547","2,233","2,103","6,084","4,471","1,050",,0.70,4.93,4.55,2.23,2.10,6.08,4.47,1.05
11,2,5,727,"4,979","4,593","2,189","2,144","6,250","4,509","1,050",,0.73,4.98,4.59,2.19,2.14,6.25,4.51,1.05
11,2,6,766,"5,145","4,724","2,168","2,240","6,526","4,429","1,038",,0.77,5.15,4.72,2.17,2.24,6.53,4.43,1.04
11,2,7,844,"5,313","4,980","2,128","2,346","6,965","4,438","1,110",,0.84,5.31,4.98,2.13,2.35,6.97,4.44,1.11
11,2,8,899,"5,445","5,280","2,212","2,515","7,508","4,589","1,192",,0.90,5.45,5.28,2.21,2.52,7.51,4.59,1.19
11,2,9,947,"5,947","5,441","2,372","2,638","7,852","4,752","1,250",,0.95,5.95,5.44,2.37,2.64,7.85,4.75,1.25
11,2,10,988,"6,161","5,546","2,515","2,707","7,918","4,855","1,281",,0.99,6.16,5.55,2.52,2.71,7.92,4.86,1.28
11,2,11,"1,026","6,192","5,581","2,631","2,755","8,000","4,931","1,289",,1.03,6.19,5.58,2.63,2.76,8.00,4.93,1.29
11,2,12,"1,052","6,341","5,654","2,741","2,776","8,137","4,909","1,284",,1.05,6.34,5.65,2.74,2.78,8.14,4.91,1.28
11,2,13,"1,078","6,182","5,741","2,830","2,789","8,196","4,990","1,280",,1.08,6.18,5.74,2.83,2.79,8.20,4.99,1.28
11,2,14,"1,096","6,218","5,744","2,932","2,801","8,216","4,964","1,273",,1.10,6.22,5.74,2.93,2.80,8.22,4.96,1.27
11,2,15,"1,101","6,222","5,755","3,005","2,807","8,243","5,005","1,279",,1.10,6.22,5.76,3.01,2.81,8.24,5.01,1.28
11,2,16,"1,086","6,164","5,734","3,049","2,801","8,280","5,063","1,279",,1.09,6.16,5.73,3.05,2.80,8.28,5.06,1.28
11,2,17,"1,097","6,390","5,682","3,002","2,815","8,186","5,195","1,323",,1.10,6.39,5.68,3.00,2.82,8.19,5.20,1.32
11,2,18,"1,094","6,867","5,661","2,930","2,875","8,218","5,619","1,370",,1.09,6.87,5.66,2.93,2.88,8.22,5.62,1.37
11,2,19,"1,071","6,892","5,580","2,999","2,931","8,422","5,733","1,361",,1.07,6.89,5.58,3.00,2.93,8.42,5.73,1.36
11,2,20,"1,047","6,774","5,609","3,036","2,891","8,275","5,626","1,343",,1.05,6.77,5.61,3.04,2.89,8.28,5.63,1.34
11,2,21,"1,002","6,446","5,522","3,050","2,821","8,002","5,396","1,313",,1.00,6.45,5.52,3.05,2.82,8.00,5.40,1.31
11,2,22,947,"6,061","5,436","3,021","2,728","7,740","5,233","1,269",,0.95,6.06,5.44,3.02,2.73,7.74,5.23,1.27
11,2,23,892,"5,763","5,419","2,967","2,597","7,436","4,982","1,217",,0.89,5.76,5.42,2.97,2.60,7.44,4.98,1.22
11,3,0,850,"5,115","5,153","2,859","2,494","7,119","4,769","1,154",,0.85,5.12,5.15,2.86,2.49,7.12,4.77,1.15
11,3,1,814,"4,999","5,098","2,718","2,418","6,875","4,618","1,108",,0.81,5.00,5.10,2.72,2.42,6.88,4.62,1.11
11,3,2,790,"4,906","5,022","2,594","2,365","6,823","4,496","1,074",,0.79,4.91,5.02,2.59,2.37,6.82,4.50,1.07
11,3,3,776,"4,873","4,928","2,487","2,332","6,746","4,435","1,052",,0.78,4.87,4.93,2.49,2.33,6.75,4.44,1.05
11,3,4,769,"4,851","4,833","2,397","2,337","6,780","4,390","1,035",,0.77,4.85,4.83,2.40,2.34,6.78,4.39,1.04
11,3,5,777,"5,244","4,887","2,341","2,377","6,921","4,451","1,028",,0.78,5.24,4.89,2.34,2.38,6.92,4.45,1.03
11,3,6,798,"5,540","4,994","2,303","2,425","7,201","4,564","1,034",,0.80,5.54,4.99,2.30,2.43,7.20,4.56,1.03
11,3,7,867,"6,058","5,163","2,250","2,504","7,596","4,746","1,097",,0.87,6.06,5.16,2.25,2.50,7.60,4.75,1.10
11,3,8,919,"6,513","5,317","2,321","2,643","8,184","5,041","1,180",,0.92,6.51,5.32,2.32,2.64,8.18,5.04,1.18
11,3,9,962,"6,909","5,508","2,494","2,707","8,484","5,252","1,247",,0.96,6.91,5.51,2.49,2.71,8.48,5.25,1.25
11,3,10,998,"7,047","5,586","2,624","2,772","8,595","5,362","1,284",,1.00,7.05,5.59,2.62,2.77,8.60,5.36,1.28
11,3,11,"1,025","7,187","5,665","2,743","2,804","8,640","5,426","1,305",,1.03,7.19,5.67,2.74,2.80,8.64,5.43,1.31
11,3,12,"1,050","7,157","5,723","2,826","2,821","8,700","5,489","1,315",,1.05,7.16,5.72,2.83,2.82,8.70,5.49,1.32
11,3,13,"1,077","7,066","5,823","2,880","2,827","8,761","5,507","1,316",,1.08,7.07,5.82,2.88,2.83,8.76,5.51,1.32
11,3,14,"1,094","7,232","5,849","2,995","2,852","8,757","5,516","1,318",,1.09,7.23,5.85,3.00,2.85,8.76,5.52,1.32
11,3,15,"1,098","7,205","5,872","3,091","2,866","8,791","5,545","1,317",,1.10,7.21,5.87,3.09,2.87,8.79,5.55,1.32
11,3,16,"1,081","7,183","5,907","3,170","2,869","8,743","5,547","1,307",,1.08,7.18,5.91,3.17,2.87,8.74,5.55,1.31
11,3,17,"1,095","7,269","5,781","3,126","2,871","8,677","5,647","1,333",,1.10,7.27,5.78,3.13,2.87,8.68,5.65,1.33
11,3,18,"1,093","7,652","5,778","3,029","2,943","8,736","6,063","1,373",,1.09,7.65,5.78,3.03,2.94,8.74,6.06,1.37
11,3,19,"1,075","7,700","5,730","3,068","2,980","8,815","6,155","1,354",,1.08,7.70,5.73,3.07,2.98,8.82,6.16,1.35
11,3,20,"1,049","7,527","5,621","3,082","2,937","8,628","6,059","1,328",,1.05,7.53,5.62,3.08,2.94,8.63,6.06,1.33
11,3,21,"1,004","7,139","5,528","3,076","2,864","8,336","5,739","1,295",,1.00,7.14,5.53,3.08,2.86,8.34,5.74,1.30
11,3,22,952,"6,740","5,450","3,053","2,773","8,032","5,497","1,249",,0.95,6.74,5.45,3.05,2.77,8.03,5.50,1.25
11,3,23,896,"6,246","5,349","2,997","2,645","7,735","5,223","1,204",,0.90,6.25,5.35,3.00,2.65,7.74,5.22,1.20
11,4,0,852,"5,871","5,168","2,887","2,526","7,359","5,007","1,157",,0.85,5.87,5.17,2.89,2.53,7.36,5.01,1.16
11,4,1,820,"5,627","4,998","2,746","2,440","7,219","4,841","1,113",,0.82,5.63,5.00,2.75,2.44,7.22,4.84,1.11
11,4,2,795,"5,341","4,872","2,615","2,395","7,091","4,742","1,082",,0.80,5.34,4.87,2.62,2.40,7.09,4.74,1.08
11,4,3,777,"5,242","4,850","2,514","2,371","7,044","4,667","1,064",,0.78,5.24,4.85,2.51,2.37,7.04,4.67,1.06
11,4,4,770,"5,392","4,867","2,421","2,367","7,080","4,634","1,055",,0.77,5.39,4.87,2.42,2.37,7.08,4.63,1.06
11,4,5,777,"5,653","4,830","2,366","2,407","7,164","4,716","1,058",,0.78,5.65,4.83,2.37,2.41,7.16,4.72,1.06
11,4,6,798,"5,794","4,948","2,317","2,461","7,390","4,747","1,063",,0.80,5.79,4.95,2.32,2.46,7.39,4.75,1.06
11,4,7,866,"6,044","5,128","2,265","2,507","7,751","4,819","1,129",,0.87,6.04,5.13,2.27,2.51,7.75,4.82,1.13
11,4,8,916,"6,667","5,385","2,339","2,668","8,387","5,097","1,219",,0.92,6.67,5.39,2.34,2.67,8.39,5.10,1.22
11,4,9,957,"6,896","5,507","2,495","2,754","8,576","5,281","1,286",,0.96,6.90,5.51,2.50,2.75,8.58,5.28,1.29
11,4,10,"1,000","7,045","5,606","2,633","2,787","8,626","5,378","1,325",,1.00,7.05,5.61,2.63,2.79,8.63,5.38,1.33
11,4,11,"1,040","7,283","5,726","2,733","2,849","8,747","5,409","1,338",,1.04,7.28,5.73,2.73,2.85,8.75,5.41,1.34
11,4,12,"1,072","7,190","5,796","2,827","2,886","8,800","5,427","1,339",,1.07,7.19,5.80,2.83,2.89,8.80,5.43,1.34
11,4,13,"1,103","7,481","5,879","2,935","2,894","8,869","5,557","1,339",,1.10,7.48,5.88,2.94,2.89,8.87,5.56,1.34
11,4,14,"1,121","7,418","6,007","3,075","2,916","8,923","5,503","1,348",,1.12,7.42,6.01,3.08,2.92,8.92,5.50,1.35
11,4,15,"1,125","7,264","6,093","3,176","2,936","8,979","5,523","1,350",,1.13,7.26,6.09,3.18,2.94,8.98,5.52,1.35
11,4,16,"1,107","7,389","6,131","3,231","2,940","9,026","5,587","1,347",,1.11,7.39,6.13,3.23,2.94,9.03,5.59,1.35
11,4,17,"1,121","7,481","6,006","3,160","2,922","8,807","5,649","1,396",,1.12,7.48,6.01,3.16,2.92,8.81,5.65,1.40
11,4,18,"1,124","7,811","6,017","3,056","2,995","8,786","6,050","1,429",,1.12,7.81,6.02,3.06,3.00,8.79,6.05,1.43
11,4,19,"1,109","7,754","5,998","3,086","3,031","8,897","6,174","1,409",,1.11,7.75,6.00,3.09,3.03,8.90,6.17,1.41
11,4,20,"1,078","7,691","5,882","3,096","2,982","8,719","6,004","1,385",,1.08,7.69,5.88,3.10,2.98,8.72,6.00,1.39
11,4,21,"1,035","7,280","5,695","3,091","2,906","8,454","5,739","1,357",,1.04,7.28,5.70,3.09,2.91,8.45,5.74,1.36
11,4,22,981,"6,942","5,666","3,061","2,806","8,100","5,561","1,320",,0.98,6.94,5.67,3.06,2.81,8.10,5.56,1.32
11,4,23,921,"6,567","5,735","3,005","2,682","7,842","5,326","1,281",,0.92,6.57,5.74,3.01,2.68,7.84,5.33,1.28
11,5,0,872,"5,905","5,538","2,906","2,572","7,496","5,143","1,227",,0.87,5.91,5.54,2.91,2.57,7.50,5.14,1.23
11,5,1,839,"5,514","5,361","2,772","2,474","7,176","4,934","1,184",,0.84,5.51,5.36,2.77,2.47,7.18,4.93,1.18
11,5,2,814,"5,501","5,215","2,644","2,430","7,108","4,825","1,147",,0.81,5.50,5.22,2.64,2.43,7.11,4.83,1.15
11,5,3,796,"5,483","5,147","2,542","2,401","7,069","4,797","1,126",,0.80,5.48,5.15,2.54,2.40,7.07,4.80,1.13
11,5,4,793,"5,464","5,166","2,448","2,391","7,062","4,784","1,118",,0.79,5.46,5.17,2.45,2.39,7.06,4.78,1.12
11,5,5,804,"5,848","5,122","2,393","2,418","7,202","4,899","1,121",,0.80,5.85,5.12,2.39,2.42,7.20,4.90,1.12
11,5,6,823,"6,036","5,188","2,351","2,473","7,415","4,943","1,119",,0.82,6.04,5.19,2.35,2.47,7.42,4.94,1.12
11,5,7,893,"6,473","5,276","2,294","2,550","7,748","5,066","1,174",,0.89,6.47,5.28,2.29,2.55,7.75,5.07,1.17
11,5,8,952,"6,788","5,607","2,358","2,690","8,345","5,306","1,258",,0.95,6.79,5.61,2.36,2.69,8.35,5.31,1.26
11,5,9,"1,001","7,127","5,782","2,513","2,773","8,644","5,480","1,322",,1.00,7.13,5.78,2.51,2.77,8.64,5.48,1.32
11,5,10,"1,039","7,267","5,934","2,653","2,818","8,706","5,602","1,364",,1.04,7.27,5.93,2.65,2.82,8.71,5.60,1.36
11,5,11,"1,079","7,417","6,025","2,756","2,860","8,733","5,679","1,386",,1.08,7.42,6.03,2.76,2.86,8.73,5.68,1.39
11,5,12,"1,109","7,376","6,092","2,865","2,885","8,879","5,671","1,393",,1.11,7.38,6.09,2.87,2.89,8.88,5.67,1.39
11,5,13,"1,133","7,442","6,165","2,990","2,908","8,919","5,702","1,410",,1.13,7.44,6.17,2.99,2.91,8.92,5.70,1.41
11,5,14,"1,146","7,478","6,159","3,123","2,921","8,932","5,715","1,416",,1.15,7.48,6.16,3.12,2.92,8.93,5.72,1.42
11,5,15,"1,140","7,357","6,242","3,249","2,954","8,917","5,779","1,424",,1.14,7.36,6.24,3.25,2.95,8.92,5.78,1.42
11,5,16,"1,114","7,488","6,203","3,321","2,962","8,997","5,809","1,427",,1.11,7.49,6.20,3.32,2.96,9.00,5.81,1.43
11,5,17,"1,130","7,488","6,069","3,271","2,937","8,764","5,900","1,454",,1.13,7.49,6.07,3.27,2.94,8.76,5.90,1.45
11,5,18,"1,122","7,793","6,029","3,151","2,971","8,713","6,286","1,474",,1.12,7.79,6.03,3.15,2.97,8.71,6.29,1.47
11,5,19,"1,111","7,803","5,963","3,177","3,002","8,894","6,337","1,460",,1.11,7.80,5.96,3.18,3.00,8.89,6.34,1.46
11,5,20,"1,085","7,773","5,976","3,180","2,950","8,640","6,162","1,433",,1.09,7.77,5.98,3.18,2.95,8.64,6.16,1.43
11,5,21,"1,045","7,330","5,813","3,192","2,893","8,448","5,950","1,411",,1.05,7.33,5.81,3.19,2.89,8.45,5.95,1.41
11,5,22,"1,001","6,910","5,723","3,174","2,823","8,104","5,783","1,383",,1.00,6.91,5.72,3.17,2.82,8.10,5.78,1.38
11,5,23,947,"6,551","5,704","3,111","2,690","7,773","5,580","1,339",,0.95,6.55,5.70,3.11,2.69,7.77,5.58,1.34
11,6,0,896,"5,891","5,522","3,007","2,583","7,482","5,224","1,286",,0.90,5.89,5.52,3.01,2.58,7.48,5.22,1.29
11,6,1,856,"5,727","5,325","2,867","2,488","7,274","5,049","1,239",,0.86,5.73,5.33,2.87,2.49,7.27,5.05,1.24
11,6,2,830,"5,604","5,184","2,738","2,439","7,139","4,971","1,191",,0.83,5.60,5.18,2.74,2.44,7.14,4.97,1.19
11,6,3,809,"5,572","5,148","2,622","2,402","7,061","4,918","1,160",,0.81,5.57,5.15,2.62,2.40,7.06,4.92,1.16
11,6,4,802,"5,645","5,094","2,528","2,404","7,054","4,872","1,131",,0.80,5.65,5.09,2.53,2.40,7.05,4.87,1.13
11,6,5,807,"5,731","5,175","2,463","2,435","7,186","4,888","1,131",,0.81,5.73,5.18,2.46,2.44,7.19,4.89,1.13
11,6,6,824,"6,068","5,198","2,429","2,496","7,380","5,073","1,126",,0.82,6.07,5.20,2.43,2.50,7.38,5.07,1.13
11,6,7,890,"6,402","5,380","2,363","2,557","7,707","5,153","1,178",,0.89,6.40,5.38,2.36,2.56,7.71,5.15,1.18
11,6,8,947,"6,815","5,646","2,411","2,687","8,285","5,357","1,256",,0.95,6.82,5.65,2.41,2.69,8.29,5.36,1.26
11,6,9,988,"7,060","5,853","2,583","2,780","8,597","5,524","1,314",,0.99,7.06,5.85,2.58,2.78,8.60,5.52,1.31
11,6,10,"1,020","7,358","6,007","2,674","2,822","8,638","5,661","1,351",,1.02,7.36,6.01,2.67,2.82,8.64,5.66,1.35
11,6,11,"1,032","7,304","6,081","2,777","2,862","8,711","5,746","1,376",,1.03,7.30,6.08,2.78,2.86,8.71,5.75,1.38
11,6,12,"1,045","7,282","6,140","2,894","2,737","8,767","5,789","1,384",,1.05,7.28,6.14,2.89,2.74,8.77,5.79,1.38
11,6,13,"1,059","7,291","6,261","2,992","2,903","8,846","5,810","1,398",,1.06,7.29,6.26,2.99,2.90,8.85,5.81,1.40
11,6,14,"1,070","7,196","6,218","3,102","2,929","8,819","5,827","1,410",,1.07,7.20,6.22,3.10,2.93,8.82,5.83,1.41
11,6,15,"1,065","7,288","6,222","3,178","2,945","8,774","5,811","1,411",,1.07,7.29,6.22,3.18,2.95,8.77,5.81,1.41
11,6,16,"1,053","7,321","6,283","3,208","2,924","8,750","5,814","1,403",,1.05,7.32,6.28,3.21,2.92,8.75,5.81,1.40
11,6,17,"1,072","7,245","6,151","3,176","2,944","8,625","5,956","1,437",,1.07,7.25,6.15,3.18,2.94,8.63,5.96,1.44
11,6,18,"1,059","7,723","6,067","3,094","3,100","8,644","6,245","1,471",,1.06,7.72,6.07,3.09,3.10,8.64,6.25,1.47
11,6,19,"1,050","7,727","6,052","3,104","3,005","8,755","6,309","1,452",,1.05,7.73,6.05,3.10,3.01,8.76,6.31,1.45
11,6,20,"1,017","7,527","5,945","3,120","2,958","8,572","6,216","1,427",,1.02,7.53,5.95,3.12,2.96,8.57,6.22,1.43
11,6,21,991,"7,211","5,760","3,127","2,877","8,285","5,955","1,405",,0.99,7.21,5.76,3.13,2.88,8.29,5.96,1.41
11,6,22,946,"6,966","5,736","3,096","2,778","8,044","5,808","1,375",,0.95,6.97,5.74,3.10,2.78,8.04,5.81,1.38
11,6,23,896,"6,582","5,832","3,047","2,648","7,794","5,609","1,341",,0.90,6.58,5.83,3.05,2.65,7.79,5.61,1.34
11,7,0,849,"6,146","5,656","2,979","2,491","7,502","5,395","1,286",,0.85,6.15,5.66,2.98,2.49,7.50,5.40,1.29
11,7,1,819,"5,822","5,367","2,862","2,338","7,257","5,195","1,235",,0.82,5.82,5.37,2.86,2.34,7.26,5.20,1.24
11,7,2,790,"5,591","5,246","2,737","2,263","7,118","5,120","1,192",,0.79,5.59,5.25,2.74,2.26,7.12,5.12,1.19
11,7,3,772,"5,625","5,156","2,590","2,225","7,018","5,015","1,156",,0.77,5.63,5.16,2.59,2.23,7.02,5.02,1.16
11,7,4,762,"5,561","5,138","2,510","2,214","7,021","5,037","1,134",,0.76,5.56,5.14,2.51,2.21,7.02,5.04,1.13
11,7,5,755,"5,558","5,177","2,495","2,222","7,028","5,093","1,114",,0.76,5.56,5.18,2.50,2.22,7.03,5.09,1.11
11,7,6,755,"5,789","5,144","2,458","2,252","7,122","5,042","1,085",,0.76,5.79,5.14,2.46,2.25,7.12,5.04,1.09
11,7,7,798,"5,953","5,195","2,385","2,212","7,338","5,065","1,135",,0.80,5.95,5.20,2.39,2.21,7.34,5.07,1.14
11,7,8,843,"6,153","5,286","2,369","2,330","7,737","5,239","1,212",,0.84,6.15,5.29,2.37,2.33,7.74,5.24,1.21
11,7,9,868,"6,519","5,448","2,487","2,353","7,951","5,438","1,271",,0.87,6.52,5.45,2.49,2.35,7.95,5.44,1.27
11,7,10,886,"6,786","5,622","2,614","2,392","8,053","5,600","1,322",,0.89,6.79,5.62,2.61,2.39,8.05,5.60,1.32
11,7,11,899,"6,802","5,727","2,717","2,418","8,106","5,652","1,340",,0.90,6.80,5.73,2.72,2.42,8.11,5.65,1.34
11,7,12,904,"6,885","5,740","2,801","2,433","8,162","5,716","1,355",,0.90,6.89,5.74,2.80,2.43,8.16,5.72,1.36
11,7,13,905,"6,892","5,802","2,850","2,438","8,153","5,702","1,351",,0.91,6.89,5.80,2.85,2.44,8.15,5.70,1.35
11,7,14,889,"6,660","5,667","2,901","2,442","8,032","5,673","1,350",,0.89,6.66,5.67,2.90,2.44,8.03,5.67,1.35
11,7,15,886,"6,678","5,613","2,923","2,470","7,976","5,647","1,351",,0.89,6.68,5.61,2.92,2.47,7.98,5.65,1.35
11,7,16,888,"6,785","5,729","2,937","2,487","7,983","5,611","1,349",,0.89,6.79,5.73,2.94,2.49,7.98,5.61,1.35
11,7,17,926,"6,969","5,621","2,897","2,503","7,967","5,729","1,410",,0.93,6.97,5.62,2.90,2.50,7.97,5.73,1.41
11,7,18,928,"7,577","5,800","2,866","2,625","8,342","6,383","1,480",,0.93,7.58,5.80,2.87,2.63,8.34,6.38,1.48
11,7,19,915,"7,340","5,672","2,930","2,674","8,289","6,366","1,462",,0.92,7.34,5.67,2.93,2.67,8.29,6.37,1.46
11,7,20,890,"7,106","5,581","2,929","2,610","8,016","6,154","1,442",,0.89,7.11,5.58,2.93,2.61,8.02,6.15,1.44
11,7,21,861,"6,997","5,487","2,929","2,559","7,825","6,082","1,429",,0.86,7.00,5.49,2.93,2.56,7.83,6.08,1.43
11,7,22,810,"6,810","5,389","2,926","2,474","7,656","5,947","1,404",,0.81,6.81,5.39,2.93,2.47,7.66,5.95,1.40
